,Symbol,Volume,Current_Price,200SMATrend,50SMATrend,20SMATrend,ConsolNarrowRange,BreakoutNarrowRange,BreakoutWideRange,LifeTimeHighZone
373,JISLJALEQS,1127306.0,33.0,No,No,No,Yes,,,
374,JKCEMENT,54911.0,2964.0,No,Yes,Yes,Yes,,,Yes
375,JKIL,175916.0,283.0,No,No,No,Yes,,,Yes
376,JKLAKSHMI,305543.0,787.0,No,Yes,Yes,Yes,,,
377,JKPAPER,358105.0,416.0,No,No,No,Yes,,,
378,JKTYRE,669066.0,188.0,No,No,No,Yes,,,Yes
379,JMFINANCIL,888856.0,73.0,No,No,No,Yes,,,
380,JPASSOCIAT,14348284.0,10.0,No,No,No,Yes,,,
381,JPPOWER,37452508.0,7.0,No,No,No,Yes,,,
382,JSL,2168528.0,248.0,No,Yes,Yes,Yes,,,
383,JSWENERGY,365468.0,289.0,No,No,No,Yes,,,
384,JSWISPL,690505.0,32.0,No,No,No,Yes,,,
385,JSWSTEEL,1635609.0,767.0,No,Yes,Yes,Yes,,,
386,JUBLFOOD,1233620.0,507.0,No,No,No,Yes,,,
387,JUBLINGREA,154775.0,534.0,No,No,No,Yes,,,
388,JUBLPHARMA,165933.0,359.0,No,Yes,No,Yes,,,
389,JUSTDIAL,97688.0,601.0,No,No,No,Yes,,,
390,JYOTHYLAB,131924.0,204.0,No,No,No,,,,
391,KAJARIACER,40171.0,1150.0,No,No,Yes,Yes,,,
392,KALPATPOWR,275518.0,569.0,No,Yes,Yes,,Yes,2510,
393,KALYANKJIL,2285043.0,124.0,No,No,Yes,Yes,,,
394,KANSAINER,141964.0,428.0,No,No,No,,,,
395,KARURVYSYA,7275003.0,112.0,No,No,No,Yes,,,
396,KCP,89772.0,113.0,No,No,No,Yes,,,
397,KEC,306544.0,474.0,No,No,Yes,Yes,,,
398,KEI,115418.0,1515.0,Yes,Yes,No,Yes,,,Yes
399,KENNAMET,6698.0,2294.0,Yes,No,No,Yes,,,Yes
400,KIMS,26499.0,1507.0,No,Yes,No,Yes,,,
401,KIRIINDUS,38867.0,471.0,No,No,No,Yes,,,
402,KIRLFER,205184.0,365.0,No,Yes,Yes,,Yes,2510,
403,KIRLOSENG,184052.0,316.0,No,Yes,No,Yes,,,
404,KNRCON,592453.0,266.0,No,No,No,Yes,,,Yes
405,KOLTEPATIL,105649.0,269.0,No,No,No,Yes,,,
406,KOTAKBANK,1663289.0,1832.0,No,No,No,,,,
407,KPITTECH,523379.0,691.0,No,Yes,No,Yes,,,
408,KPRMILL,171327.0,517.0,No,No,No,Yes,,,
409,KRBL,184542.0,393.0,No,Yes,No,Yes,,,
410,KRSNAA,28872.0,457.0,No,No,No,Yes,,,
411,KSB,7003.0,1904.0,Yes,No,No,Yes,,,
412,KSCL,37451.0,512.0,No,Yes,Yes,Yes,,,
413,KTKBANK,3781803.0,158.0,No,Yes,No,Yes,,,Yes
414,L&TFH,8118831.0,90.0,No,No,No,Yes,,,Yes
415,LALPATHLAB,281914.0,2239.0,No,No,No,Yes,,,
416,LAOPALA,61390.0,384.0,No,Yes,No,Yes,,,
417,LATENTVIEW,168465.0,370.0,No,No,No,Yes,,,
418,LAURUSLABS,1430946.0,377.0,No,No,No,Yes,,,
419,LAXMIMACH,2307.0,12168.0,Yes,Yes,No,Yes,,,Yes
420,LEMONTREE,1374129.0,83.0,No,No,No,Yes,,,
421,LGBBROSLTD,123806.0,724.0,No,No,No,,Yes,21,Yes
422,LICHSGFIN,1101931.0,421.0,No,No,Yes,Yes,,,
423,LICI,4839377.0,734.0,,No,Yes,Yes,,,Yes
424,LINDEINDIA,24779.0,3482.0,Yes,No,Yes,Yes,,,
425,LODHA,73678.0,1091.0,No,No,Yes,Yes,,,
426,LT,1259698.0,2088.0,No,Yes,Yes,Yes,,,
427,LTIM,190823.0,4349.0,No,Yes,No,,,,
428,LTTS,201363.0,3707.0,No,Yes,No,Yes,,,
429,LUPIN,631501.0,737.0,No,Yes,No,Yes,,,
430,LUXIND,17204.0,1654.0,No,No,No,Yes,,,Yes
431,LXCHEM,321061.0,299.0,No,No,No,Yes,,,Yes
432,M&M,1510545.0,1249.0,Yes,No,No,Yes,,,
433,M&MFIN,11104923.0,234.0,No,No,No,Yes,,,
434,MAHABANK,54872789.0,32.0,No,No,No,Yes,,,
435,MAHINDCIE,526304.0,337.0,No,No,Yes,Yes,,,
436,MAHLIFE,49342.0,365.0,No,No,No,,,,Yes
437,MAHLOG,38071.0,503.0,No,No,No,,Yes,,
438,MAHSCOOTER,3053.0,4689.0,No,Yes,No,Yes,,,
439,MAHSEAMLES,493635.0,334.0,No,No,No,Yes,,,
440,MAITHANALL,119500.0,1092.0,No,No,Yes,,Yes,126,
441,MANALIPETC,311549.0,82.0,No,No,No,Yes,,,Yes
442,MANAPPURAM,12926609.0,122.0,No,No,No,,Yes,,Yes
443,MANINFRA,242156.0,75.0,No,No,No,Yes,,,
444,MANYAVAR,63878.0,1333.0,No,No,No,Yes,,,
445,MAPMYINDIA,102467.0,1055.0,No,No,No,Yes,,,Yes
446,MARICO,490250.0,510.0,No,No,Yes,,,,
447,MARKSANS,960820.0,59.0,No,No,No,Yes,,,Yes
448,MARUTI,493182.0,8382.0,Yes,No,No,Yes,,,
449,MASFIN,67967.0,829.0,No,Yes,No,Yes,,,Yes
450,MASTEK,19240.0,1709.0,No,No,Yes,Yes,,,
451,MATRIMONY,5253.0,590.0,No,No,No,Yes,,,
452,MAXHEALTH,396310.0,446.0,No,No,No,Yes,,,
453,MAYURUNIQ,32898.0,423.0,No,No,No,,Yes,,
454,MAZDOCK,9015403.0,834.0,No,Yes,No,Yes,,,
455,MCDOWELL-N,750409.0,865.0,No,Yes,No,Yes,,,
456,MCX,1092179.0,1478.0,No,Yes,Yes,Yes,,,
457,MEDPLUS,39246.0,619.0,No,No,No,Yes,,,Yes
458,METROBRAND,142072.0,873.0,No,No,Yes,Yes,,,
459,METROPOLIS,445207.0,1366.0,No,No,No,Yes,,,
460,MFL,54749.0,1191.0,No,No,No,,,,
461,MFSL,1518009.0,709.0,No,No,Yes,Yes,,,Yes
462,MGL,273550.0,856.0,No,No,No,Yes,,,Yes
463,MHRIL,115020.0,268.0,No,No,No,Yes,,,
464,MIDHANI,375426.0,222.0,No,No,No,Yes,,,
465,MINDACORP,161746.0,204.0,No,No,No,Yes,,,
466,MMFL,33914.0,829.0,No,No,No,Yes,,,
467,MMTC,1585397.0,38.0,No,No,No,Yes,,,
468,MOIL,408118.0,170.0,No,No,No,Yes,,,Yes
469,MOL,467548.0,111.0,No,No,No,Yes,,,
470,MOLDTKPAC,87043.0,989.0,No,No,Yes,,Yes,63,
471,MOREPENLAB,7025182.0,35.0,No,No,No,Yes,,,
472,MOTHERSON,7237906.0,76.0,No,No,No,,Yes,21,Yes
473,MOTILALOFS,396584.0,711.0,No,No,Yes,Yes,,,
474,MPHASIS,390417.0,2004.0,No,No,No,,Yes,,
475,MRF,4793.0,88876.0,Yes,Yes,No,Yes,,,
476,MRPL,1920520.0,57.0,No,No,No,Yes,,,
477,MSTCLTD,213303.0,302.0,No,No,No,Yes,,,
478,MSUMI,5929775.0,57.0,,No,No,Yes,,,
479,MTARTECH,72221.0,1600.0,No,No,Yes,Yes,,,
480,MUTHOOTFIN,302072.0,1087.0,No,Yes,No,Yes,,,
481,NAM-INDIA,520891.0,253.0,No,No,No,Yes,,,Yes
482,NATCOPHARM,181198.0,563.0,No,No,No,,,,
483,NATIONALUM,12995078.0,83.0,No,No,No,Yes,,,
484,NAUKRI,209479.0,3917.0,No,No,Yes,Yes,,,
485,NAVA,1261569.0,256.0,No,No,Yes,Yes,,,
486,NAVINFLUOR,90401.0,4034.0,Yes,No,No,Yes,,,
487,NAVNETEDUL,104212.0,121.0,No,No,No,Yes,,,
488,NAZARA,354003.0,611.0,No,No,No,Yes,,,
489,NBCC,6950062.0,41.0,No,No,No,Yes,,,Yes
490,NCC,8298667.0,90.0,No,No,No,Yes,,,
491,NEOGEN,37578.0,1249.0,No,No,No,,,,
492,NESCO,46811.0,618.0,No,No,No,Yes,,,Yes
493,NESTLEIND,31393.0,19727.0,No,Yes,Yes,,,,
494,NETWORK18,1051165.0,66.0,No,No,No,Yes,,,
495,NEULANDLAB,55185.0,1714.0,No,Yes,No,Yes,,,
496,NEWGEN,207729.0,375.0,No,No,No,,Yes,21,Yes
497,NFL,7669297.0,72.0,No,No,No,Yes,,,
498,NH,64812.0,749.0,No,No,No,,,,
499,NHPC,3761723.0,39.0,No,No,No,Yes,,,
500,NIACL,4482624.0,131.0,No,No,Yes,Yes,,,Yes
501,NLCINDIA,1713800.0,86.0,No,No,No,Yes,,,
502,NOCIL,636667.0,243.0,No,No,No,Yes,,,Yes
503,NRBBEARING,399528.0,158.0,No,No,No,,Yes,21,Yes
504,NTPC,9624595.0,167.0,No,No,No,Yes,,,
505,NUVOCO,126049.0,370.0,No,No,No,Yes,,,Yes
506,NYKAA,3641115.0,153.0,No,No,No,Yes,,,
507,OBEROIRLTY,242670.0,877.0,No,No,No,Yes,,,Yes
508,OFSS,92083.0,2999.0,No,No,No,,,,
509,OIL,682769.0,211.0,No,No,No,Yes,,,
510,OLECTRA,134568.0,515.0,No,No,No,Yes,,,
511,OMAXE,43647.0,72.0,No,No,No,Yes,,,
512,ONGC,14990122.0,149.0,No,No,No,Yes,,,
513,OPTIEMUS,118464.0,308.0,No,No,Yes,Yes,,,
514,ORIENTCEM,991630.0,131.0,No,No,No,Yes,,,
515,ORIENTELEC,173896.0,262.0,No,No,No,Yes,,,
516,ORISSAMINE,1532.0,2941.0,No,No,Yes,Yes,,,
517,PAGEIND,16769.0,42166.0,Yes,No,No,Yes,,,
518,PAISALO,856992.0,78.0,No,No,No,Yes,,,
519,PANAMAPET,69750.0,353.0,No,Yes,No,Yes,,,Yes
520,PARADEEP,1553132.0,59.0,,No,No,Yes,,,
521,PARAS,67549.0,593.0,No,No,No,Yes,,,
522,PATANJALI,168155.0,1221.0,No,No,No,Yes,,,
523,PAYTM,1210847.0,535.0,No,No,No,Yes,,,Yes
524,PCBL,437658.0,131.0,No,No,No,Yes,,,
525,PDSL,33344.0,350.0,No,No,No,Yes,,,
526,PERSISTENT,394674.0,4048.0,No,Yes,Yes,Yes,,,Yes
527,PETRONET,1173254.0,216.0,No,No,No,,,,
528,PFC,30687824.0,156.0,No,No,No,,Yes,2510,
529,PFIZER,4820.0,4393.0,No,Yes,No,,,,
530,PGHH,11326.0,13933.0,No,No,Yes,,,,
531,PGHL,7684.0,4071.0,No,No,No,Yes,,,Yes
532,PHOENIXLTD,103653.0,1431.0,Yes,Yes,No,,Yes,,Yes
533,PIDILITIND,321659.0,2537.0,No,No,No,,,,
534,PIIND,274339.0,3413.0,No,Yes,Yes,,,,
535,PNB,78519939.0,57.0,No,No,No,Yes,,,Yes
536,PNBHOUSING,3761580.0,573.0,No,Yes,Yes,Yes,,,
537,PNCINFRA,1833851.0,307.0,No,No,No,Yes,,,
538,POKARNA,21960.0,380.0,No,No,No,Yes,,,
539,POLICYBZR,973467.0,453.0,No,No,Yes,Yes,,,Yes
540,POLYCAB,132625.0,2590.0,No,Yes,Yes,Yes,,,Yes
541,POLYMED,15327.0,906.0,No,Yes,No,,,,
542,POLYPLEX,38986.0,1593.0,Yes,No,No,Yes,,,
543,POONAWALLA,2430680.0,303.0,No,No,No,Yes,,,
544,POWERGRID,2154188.0,215.0,No,No,No,,,,Yes
545,POWERINDIA,27286.0,3371.0,Yes,No,Yes,,,,Yes
546,PRAJIND,784980.0,366.0,No,No,No,Yes,,,Yes
547,PRESTIGE,203451.0,469.0,No,No,No,Yes,,,
548,PRINCEPIPE,84065.0,598.0,No,No,Yes,Yes,,,
549,PRIVISCL,10559.0,1146.0,No,No,No,Yes,,,
550,PRSMJOHNSN,256930.0,103.0,No,No,No,Yes,,,
551,PRUDENT,109342.0,1049.0,,Yes,Yes,Yes,,,
552,PSPPROJECT,702854.0,716.0,No,No,Yes,Yes,,,Yes
553,PVR,118650.0,1714.0,Yes,No,No,Yes,,,
554,QUESS,149077.0,409.0,No,No,No,Yes,,,
555,RADICO,224991.0,1043.0,No,No,No,Yes,,,Yes
556,RAILTEL,1442013.0,128.0,No,No,No,Yes,,,Yes
557,RAIN,1967486.0,179.0,No,No,No,Yes,,,
558,RAINBOW,282581.0,779.0,,Yes,No,,Yes,21,Yes
559,RAJESHEXPO,553110.0,749.0,No,Yes,No,Yes,,,
560,RAJRATAN,31199.0,883.0,No,No,No,Yes,,,
561,RALLIS,162498.0,243.0,No,No,No,Yes,,,
562,RAMCOCEM,787684.0,713.0,No,No,Yes,Yes,,,Yes
563,RATEGAIN,366227.0,295.0,No,No,No,Yes,,,Yes
564,RATNAMANI,25197.0,2020.0,Yes,No,No,,Yes,21,Yes
565,RAYMOND,363956.0,1495.0,Yes,Yes,Yes,Yes,,,
566,RBA,216042.0,113.0,No,No,No,Yes,,,
567,RBLBANK,17645663.0,186.0,No,No,No,,Yes,252,
568,RCF,6175073.0,130.0,No,No,No,Yes,,,
569,RECLTD,27506440.0,123.0,No,No,No,,Yes,2510,
570,REDINGTON,4254906.0,190.0,No,No,No,,Yes,,Yes
571,RELAXO,73947.0,900.0,No,No,No,,,,
572,RELIANCE,3532428.0,2557.0,No,Yes,No,,,,
573,RELIGARE,1725260.0,179.0,No,No,No,,Yes,,
574,RELINFRA,788196.0,138.0,No,No,No,Yes,,,
575,RENUKA,7947146.0,58.0,No,No,No,Yes,,,
576,RESPONIND,32376.0,120.0,No,No,No,Yes,,,Yes
577,RHIM,281809.0,864.0,Yes,Yes,Yes,Yes,,,
578,RITES,445521.0,337.0,No,Yes,No,Yes,,,
579,RKFORGE,177607.0,261.0,No,No,Yes,Yes,,,
580,ROLEXRINGS,16017.0,1767.0,No,No,No,Yes,,,
581,ROSSARI,21349.0,726.0,No,No,No,Yes,,,
582,ROUTE,69750.0,1219.0,No,No,No,Yes,,,Yes
583,RPOWER,11826529.0,14.0,No,No,No,Yes,,,
584,RPSGVENT,26173.0,453.0,No,No,No,Yes,,,
585,RTNINDIA,952038.0,43.0,No,No,No,Yes,,,Yes
586,RTNPOWER,2741151.0,4.0,No,No,No,Yes,,,
587,RUPA,50932.0,282.0,No,No,No,Yes,,,
588,RVNL,21671703.0,71.0,No,No,No,Yes,,,Yes
589,SAFARI,8146.0,1689.0,Yes,Yes,No,Yes,,,
590,SAGCEM,53276.0,238.0,No,No,Yes,Yes,,,
591,SAIL,37845189.0,88.0,No,No,No,Yes,,,
592,SANOFI,5064.0,5805.0,No,No,Yes,,,,
593,SANSERA,61686.0,763.0,No,Yes,No,Yes,,,
594,SAPPHIRE,37316.0,1326.0,No,No,No,Yes,,,
595,SARDAEN,80759.0,1117.0,No,Yes,Yes,,Yes,126,
596,SBCL,38811.0,398.0,No,No,No,Yes,,,
597,SBICARD,1083481.0,792.0,No,No,No,,,,
598,SBILIFE,1871260.0,1268.0,No,No,No,,,,Yes
599,SBIN,6816158.0,612.0,No,Yes,No,Yes,,,
600,SCHAEFFLER,64268.0,2752.0,Yes,No,No,,,,
601,SCHNEIDER,197861.0,163.0,No,No,No,Yes,,,
602,SEAMECLTD,2636.0,891.0,No,No,No,Yes,,,
603,SEQUENT,428640.0,87.0,No,No,No,Yes,,,
604,SFL,16314.0,1291.0,No,No,No,,,,
605,SHARDACROP,197293.0,504.0,Yes,No,Yes,Yes,,,
606,SHAREINDIA,52215.0,1210.0,Yes,Yes,No,Yes,,,
607,SHILPAMED,326313.0,286.0,No,No,No,Yes,,,
608,SHK,190333.0,143.0,No,No,No,Yes,,,
609,SHOPERSTOP,22260.0,703.0,Yes,No,No,Yes,,,
610,SHREECEM,20747.0,23732.0,No,Yes,Yes,,,,Yes
611,SHRIRAMFIN,436989.0,1370.0,No,No,Yes,Yes,,,Yes
612,SHYAMMETL,292709.0,327.0,No,No,No,,Yes,126,
613,SIEMENS,90679.0,2837.0,Yes,No,Yes,Yes,,,Yes
614,SIS,41640.0,389.0,No,No,No,,,,
615,SIYSIL,36919.0,528.0,No,Yes,Yes,Yes,,,
616,SJVN,3573755.0,35.0,No,No,No,Yes,,,
617,SKFINDIA,9248.0,4577.0,Yes,Yes,No,Yes,,,Yes
618,SOBHA,118183.0,592.0,No,No,No,Yes,,,Yes
619,SOLARA,56498.0,438.0,No,No,No,Yes,,,Yes
620,SOLARINDS,69527.0,4496.0,Yes,Yes,Yes,,Yes,2510,
621,SOMANYCERA,17815.0,474.0,No,No,No,Yes,,,
622,SONACOMS,556643.0,415.0,No,No,No,Yes,,,
623,SONATSOFTW,116962.0,577.0,No,No,No,Yes,,,
624,SOUTHBANK,133169991.0,20.0,No,No,No,Yes,,,Yes
625,SPANDANA,41699.0,603.0,No,No,No,Yes,,,
626,SPARC,211001.0,210.0,No,No,No,Yes,,,Yes
627,SPICEJET,1855914.0,38.0,No,No,No,Yes,,,
628,SPLPETRO,56683.0,797.0,No,No,No,,Yes,,
629,SRF,741035.0,2302.0,Yes,No,No,Yes,,,Yes
630,SSWL,341355.0,163.0,No,No,No,Yes,,,Yes
631,STAR,483668.0,366.0,No,No,Yes,Yes,,,
632,STARCEMENT,127118.0,113.0,No,No,No,Yes,,,Yes
633,STARHEALTH,141493.0,583.0,No,No,No,Yes,,,
634,STEELXIND,3400927.0,14.0,No,No,No,Yes,,,
635,STLTECH,559899.0,175.0,No,No,No,Yes,,,
636,STOVEKRAFT,594370.0,555.0,No,No,No,Yes,,,Yes
637,SUBEXLTD,5063279.0,33.0,No,No,No,Yes,,,
638,SUDARSCHEM,38212.0,386.0,No,No,No,Yes,,,
639,SUMICHEM,136861.0,488.0,No,No,No,Yes,,,
640,SUNDARMFIN,22597.0,2301.0,No,Yes,Yes,,,,
641,SUNDRMFAST,28496.0,960.0,No,Yes,Yes,Yes,,,
642,SUNPHARMA,1809691.0,1009.0,No,Yes,No,,,,
643,SUNTECK,502347.0,343.0,No,No,No,Yes,,,Yes
644,SUNTV,1094764.0,486.0,No,No,No,Yes,,,
645,SUPRAJIT,175077.0,329.0,No,No,No,,,,
646,SUPREMEIND,55355.0,2384.0,No,Yes,Yes,Yes,,,
647,SUPRIYA,93204.0,239.0,No,No,No,Yes,,,
648,SURYAROSNI,177349.0,514.0,No,No,Yes,Yes,,,
649,SURYODAY,520870.0,121.0,No,No,No,Yes,,,
650,SUVENPHAR,1420089.0,493.0,No,No,No,,,,
651,SUZLON,125972890.0,10.0,No,No,No,Yes,,,
652,SWANENERGY,4251670.0,329.0,No,No,Yes,,Yes,2510,
653,SWSOLAR,137986.0,270.0,No,No,No,Yes,,,
654,SYMPHONY,13502.0,933.0,No,No,Yes,,Yes,21,
655,SYNGENE,518994.0,590.0,No,No,No,,Yes,,
656,SYRMA,165924.0,277.0,,No,No,Yes,,,
657,TANLA,97624.0,717.0,No,No,No,Yes,,,
658,TARSONS,78159.0,685.0,No,No,No,Yes,,,
659,TASTYBITE,217.0,10532.0,No,No,No,Yes,,,
660,TATACHEM,497882.0,941.0,No,No,No,Yes,,,Yes
661,TATACOFFEE,582590.0,220.0,No,No,No,Yes,,,Yes
662,TATACOMM,1068886.0,1336.0,No,Yes,No,,,,Yes
663,TATACONSUM,785340.0,767.0,No,No,No,Yes,,,
664,TATAELXSI,206172.0,6416.0,Yes,No,No,Yes,,,Yes
665,TATAINVEST,17821.0,2105.0,Yes,Yes,No,Yes,,,
666,TATAMETALI,194042.0,834.0,No,No,No,Yes,,,
667,TATAMOTORS,9424652.0,393.0,No,No,No,Yes,,,
668,TATAMTRDVR,866497.0,212.0,No,No,No,Yes,,,
669,TATAPOWER,7232192.0,211.0,No,No,No,Yes,,,
670,TATASTEEL,74375885.0,118.0,No,No,No,Yes,,,
671,TATASTLLP,99324.0,705.0,No,No,No,Yes,,,
672,TATVA,27570.0,2143.0,No,No,No,Yes,,,
673,TCI,26274.0,619.0,No,No,No,Yes,,,
674,TCIEXP,12272.0,1796.0,No,No,No,Yes,,,
675,TCNSBRANDS,11950.0,536.0,No,No,No,Yes,,,Yes
676,TCS,1244685.0,3311.0,No,Yes,No,,,,Yes
677,TEAMLEASE,72268.0,2527.0,No,No,Yes,,,,Yes
678,TECHM,1439523.0,1023.0,No,No,No,,,,
679,TECHNOE,135829.0,343.0,No,No,Yes,,Yes,1008,
680,TEGA,19967.0,581.0,No,No,Yes,,,,
681,TEJASNET,327160.0,601.0,No,No,No,Yes,,,
682,THERMAX,13515.0,1955.0,Yes,No,No,Yes,,,
683,THOMASCOOK,486612.0,74.0,No,No,No,Yes,,,Yes
684,THYROCARE,136415.0,614.0,No,No,No,Yes,,,
685,TIDEWATER,23714.0,1000.0,No,No,No,Yes,,,Yes
686,TIIL,2502.0,900.0,No,No,Yes,,,,
687,TIINDIA,146540.0,2785.0,Yes,Yes,Yes,Yes,,,
688,TIMETECHNO,2279992.0,95.0,No,No,No,,Yes,21,Yes
689,TIMKEN,41139.0,3158.0,Yes,Yes,No,Yes,,,
690,TINPLATE,370276.0,349.0,No,No,No,Yes,,,
691,TIRUMALCHM,1133080.0,210.0,No,No,No,,Yes,,
692,TITAN,852171.0,2613.0,Yes,No,No,,Yes,,
693,TMB,82219.0,483.0,,No,No,Yes,,,
694,TORNTPHARM,449416.0,1544.0,No,Yes,No,,,,
695,TORNTPOWER,266399.0,499.0,No,No,No,Yes,,,
696,TRENT,233728.0,1347.0,Yes,No,No,Yes,,,
697,TRIDENT,3503443.0,34.0,No,No,No,Yes,,,
698,TRITURBINE,1218086.0,244.0,No,Yes,No,Yes,,,
699,TRIVENI,338991.0,283.0,No,No,No,Yes,,,
700,TTKPRESTIG,26063.0,802.0,No,No,No,Yes,,,
701,TTML,1173787.0,91.0,No,No,No,Yes,,,
702,TV18BRDCST,3340255.0,37.0,No,No,No,Yes,,,
703,TVSMOTOR,2199185.0,1041.0,Yes,No,No,Yes,,,
704,TVTODAY,25053.0,247.0,No,No,No,Yes,,,
705,UBL,225592.0,1669.0,No,No,Yes,Yes,,,
706,UCOBANK,70786050.0,32.0,No,No,No,Yes,,,
707,UFLEX,49841.0,559.0,No,No,No,Yes,,,
708,UJJIVANSFB,11656713.0,30.0,No,No,No,Yes,,,Yes
709,ULTRACEMCO,188262.0,6993.0,No,Yes,Yes,,,,
710,UNIONBANK,20938395.0,82.0,No,No,No,Yes,,,Yes
711,UNOMINDA,307306.0,526.0,No,No,No,Yes,,,Yes
712,UPL,1276849.0,719.0,No,No,No,Yes,,,
713,USHAMART,3319139.0,190.0,No,No,No,,Yes,2510,
714,UTIAMC,409959.0,846.0,No,No,Yes,Yes,,,
715,VAIBHAVGBL,289255.0,305.0,No,No,No,Yes,,,
716,VAKRANGEE,1858049.0,28.0,No,No,No,Yes,,,Yes
717,VALIANTORG,21450.0,589.0,No,No,No,Yes,,,
718,VARROC,115374.0,299.0,No,No,No,Yes,,,
719,VBL,782019.0,1306.0,Yes,Yes,Yes,Yes,,,
720,VEDL,10676367.0,319.0,No,No,No,,Yes,126,
721,VENKEYS,64915.0,1931.0,No,No,Yes,Yes,,,
722,VESUVIUS,17132.0,1607.0,No,Yes,No,Yes,,,
723,VGUARD,143666.0,261.0,No,No,No,,,,
724,VIDHIING,29875.0,376.0,No,No,No,,Yes,21,Yes
725,VIJAYA,283127.0,414.0,No,No,No,Yes,,,
726,VINATIORGA,26638.0,2001.0,No,No,No,Yes,,,Yes
727,VIPIND,187629.0,680.0,No,Yes,No,Yes,,,
728,VMART,95683.0,2987.0,No,No,Yes,,Yes,,
729,VOLTAMP,9056.0,2697.0,Yes,Yes,No,Yes,,,
730,VOLTAS,542997.0,808.0,No,No,No,Yes,,,Yes
731,VRLLOG,59358.0,546.0,Yes,No,No,Yes,,,
732,VSTIND,2385.0,3284.0,No,Yes,No,Yes,,,
733,VSTTILLERS,6960.0,2291.0,No,No,No,Yes,,,
734,VTL,411288.0,323.0,No,No,No,Yes,,,
735,WABAG,676966.0,336.0,No,Yes,Yes,Yes,,,Yes
736,WELCORP,425148.0,233.0,No,No,No,Yes,,,
737,WELENT,1268435.0,169.0,No,No,No,Yes,,,
738,WELSPUNIND,412078.0,76.0,No,No,No,Yes,,,
739,WESTLIFE,84447.0,763.0,No,Yes,No,Yes,,,
740,WHIRLPOOL,133936.0,1515.0,No,No,No,,Yes,,
741,WIPRO,2996435.0,397.0,No,No,No,,,,Yes
742,WOCKPHARMA,2079993.0,229.0,No,No,No,Yes,,,
743,WSTCSTPAPR,96668.0,537.0,Yes,No,No,Yes,,,
744,YESBANK,339684334.0,22.0,No,No,No,Yes,,,Yes
745,ZEEL,5315656.0,240.0,No,No,No,Yes,,,
746,ZENSARTECH,533067.0,215.0,No,No,No,Yes,,,Yes
747,ZFCVINDIA,3647.0,8958.0,Yes,No,No,,,,
748,ZOMATO,49691262.0,58.0,No,No,No,Yes,,,
749,ZYDUSLIFE,625497.0,424.0,No,No,No,,Yes,21,Yes
